id,Gender,Age,City,Profession,Academic Pressure,Work Pressure,CGPA,Study Satisfaction,Job Satisfaction
93648,Male,34,Surat,Student,3,0,5,3,0
93650,Female,27,Patna,Student,3,0,6,2,0
93653,Male,18,Nagpur,Student,3,0,5,4,0
93654,Male,20,Ahmedabad,Student,3,0,9,1,0
93655,Male,33,Patna,Student,3,0,9,4,0
93677,Male,24,Agra,Student,2,0,9,1,0
93682,Male,29,Jaipur,Student,5,0,10,5,0
93685,Male,23,Kanpur,Student,1,0,7,5,0
93701,Male,24,Chennai,Student,5,0,6,1,0
93709,Male,24,,Student,4,0,6,4,0
93716,Male,25,Kanpur,Student,3,,6,5,0
93717,Female,34,Vadodara,Student,4,0,8,1,0
93720,Male,18,Agra,Student,4,0,6,2,0
93722,Female,20,Rajkot,Student,3,0,7,1,0
93731,Male,21,Jaipur,Student,2,0,8,2,0
93751,Male,28,Kalyan,Student,5,0,10,3,0
93754,Male,33,Jaipur,Student,2,0,5,,0
93763,Male,29,Surat,Student,2,0,9,5,0
93771,Female,29,,Student,4,,9,5,0
93777,Female,18,Chennai,Student,4,0,10,1,0
93792,Female,18,Chennai,Student,5,0,6,5,0
93794,Male,28,Nashik,Student,1,0,7,2,0
93800,Male,20,Vasai-Virar,Student,5,0,5,,0
93803,Male,20,Delhi,Student,5,0,10,3,0
93807,Male,20,Ludhiana,Student,5,0,9,1,0
93812,Female,30,Meerut,Student,3,0,7,,0
93813,Female,29,Chennai,Student,2,0,7,5,0
93821,Male,24,Hyderabad,Student,3,0,7,2,0
93824,Male,33,Hyderabad,Student,5,0,9,,0
93836,Female,25,Vadodara,Student,3,0,6,3,0
93842,Female,23,Ghaziabad,Student,5,0,8,1,0
93845,Female,34,Vasai-Virar,Student,4,0,9,4,0
93847,Female,18,Kanpur,Student,3,0,7,3,0
93849,Male,30,Thane,Student,3,0,9,4,0
93852,Female,31,Hyderabad,Student,3,0,9,2,0
93858,Female,24,Rajkot,Student,3,0,10,2,0
93861,Male,20,Kanpur,Student,4,0,9,4,0
93862,Male,24,Faridabad,Student,4,0,10,2,0
93868,Male,19,Chennai,Student,4,0,9,5,0
93871,Male,28,Hyderabad,Student,3,0,6,4,0
93898,Male,19,Faridabad,Student,4,0,7,,0
93899,Female,-15,Vasai-Virar,Student,5,0,5,2,0
93901,Female,22,Vasai-Virar,Student,1,0,6,2,0
93906,Female,24,Indore,Student,1,0,10,5,0
93909,Female,24,Srinagar,Student,3,0,9,5,0
93912,Female,34,Jaipur,Student,1,0,6,,0
93915,Male,20,Chennai,Student,1,,9,1,0
93916,Male,19,Faridabad,Student,4,0,7,1,0
93922,Female,33,Lucknow,Student,4,0,8,3,0
93930,Female,24,Hyderabad,Student,5,0,7,4,0
93931,Male,18,Thane,Student,5,0,7,5,0
93934,Female,20,Hyderabad,Student,2,0,5,5,0
93936,Female,26,Surat,Student,5,0,8,5,0
93946,Female,21,Visakhapatnam,Student,5,0,9,,0
93954,Male,24,Chennai,Student,2,0,7,3,0
93962,Female,23,Surat,Student,4,,8,4,0
93969,Male,25,Kolkata,Student,5,0,6,1,0
93975,Male,19,Indore,Student,4,0,8,3,0
93983,Female,29,Rajkot,Student,5,0,6,,0
93985,Male,19,Lucknow,Student,3,0,9,2,0
93986,Female,23,Ludhiana,Student,2,0,10,5,0
93988,Female,34,Kolkata,Student,3,0,6,2,0
93996,Female,27,Ludhiana,Student,1,0,8,4,0
94001,Female,26,Kolkata,Student,3,0,6,3,0
94002,Female,19,Kalyan,Student,2,0,8,1,0
94005,Female,21,,Student,4,0,8,3,0
94017,Male,18,Meerut,Student,5,0,5,2,0
94036,Female,25,Lucknow,Student,5,0,8,3,0
94037,Male,33,Kalyan,Student,5,0,8,2,0
94048,Female,30,,Student,5,0,9,2,0
94049,Female,28,Agra,Student,3,0,7,1,0
94050,Female,22,Nagpur,Student,5,0,8,4,0
94056,Female,24,Kalyan,Student,5,0,8,2,0
94060,Male,19,Rajkot,Student,2,,7,5,0
94061,Male,18,Vasai-Virar,Student,1,0,9,1,0
94071,Female,25,Pune,Student,2,0,7,5,0
94073,Female,21,Pune,Student,1,0,6,5,0
94077,Female,24,Bangalore,Student,5,0,9,4,0
94079,Male,29,Vasai-Virar,Student,2,0,8,4,0
94093,Female,28,,Student,4,0,8,2,0
94100,Male,21,Ahmedabad,Student,3,0,8,4,0
94111,Male,29,Kalyan,Student,5,0,8,5,0
94113,Male,29,Pune,Student,5,0,8,5,0
94116,Female,31,Faridabad,Student,3,0,6,,0
94118,Female,31,Lucknow,Student,5,,8,3,0
94121,Male,31,Rajkot,Student,5,0,8,5,0
94128,Male,29,Delhi,Student,1,0,6,2,0
94131,Female,31,Patna,Student,1,0,10,2,0
94133,Male,19,Srinagar,Student,3,,5,3,0
94147,Female,20,Bangalore,Student,1,0,10,2,0
94156,Female,-15,Surat,Student,2,0,9,5,0
94162,Female,19,,Student,3,0,8,5,0
94165,Male,27,,Student,4,,10,2,0
94172,Female,23,Chennai,Student,3,0,9,2,0
94173,Female,26,Delhi,Student,5,0,8,2,0
94174,Male,18,Ahmedabad,Student,3,0,9,,0
94183,Male,25,Bangalore,Student,5,0,8,4,0
94184,Female,31,Kolkata,Student,5,0,6,,0
94192,Female,18,Bangalore,Student,5,0,8,1,0
94197,Male,21,Bhopal,Student,4,,6,2,0
94202,Male,19,Kolkata,Student,5,0,9,,0
94204,Male,26,Nashik,Student,1,0,10,,0
94219,Male,23,Kolkata,Student,2,0,8,1,0
94223,Male,21,,Student,1,0,7,5,0
94227,Female,21,Jaipur,Student,4,,7,1,0
94230,Female,24,Surat,Student,3,0,5,3,0
94231,Female,25,Visakhapatnam,Student,2,,6,2,0
94234,Female,33,Srinagar,Student,5,0,6,3,0
94235,Male,29,Pune,Student,3,0,9,5,0
94236,Male,26,,Student,3,0,6,1,0
94256,Female,24,Jaipur,Student,2,0,8,5,0
94270,Male,26,Mumbai,Student,3,0,7,2,0
94272,Male,33,Chennai,Student,2,0,8,3,0
94275,Male,28,Varanasi,Student,5,0,10,1,0
94276,Male,25,Kalyan,Student,3,0,7,2,0
94280,Male,18,Meerut,Student,3,0,7,3,0
94289,Male,30,Meerut,Student,4,0,8,5,0
94292,Male,21,Ahmedabad,Student,4,0,7,1,0
94304,Male,33,Chennai,Student,1,0,9,2,0
94307,Female,20,Ludhiana,Student,2,0,9,5,0
94312,Female,33,Kolkata,Student,1,0,6,5,0
94320,Male,28,Ludhiana,Student,3,0,10,,0
94325,Male,20,Ahmedabad,Student,3,0,10,1,0
94347,Male,20,Ludhiana,Student,4,0,8,,0
94351,Male,25,Kolkata,Student,3,0,6,3,0
94354,Male,26,Rajkot,Student,1,0,5,4,0
94358,Male,19,Agra,Student,4,0,10,,0
94362,Male,25,Kanpur,Student,2,0,5,4,0
94369,Female,19,,Student,5,0,10,2,0
94370,Female,23,Pune,Student,3,0,8,1,0
94373,Female,21,Chennai,Student,4,0,6,4,0
94386,Female,33,Nashik,Student,2,0,7,3,0
94393,Male,21,Jaipur,Student,1,0,7,1,0
94396,Female,31,Meerut,Student,5,0,6,1,0
94397,Female,25,Nagpur,Student,1,0,10,2,0
94400,Male,28,Lucknow,Student,4,0,8,5,0
94407,Female,24,Vasai-Virar,Student,1,,10,3,0
94420,Male,29,,Student,4,,10,4,0
94425,Male,19,Hyderabad,Student,4,0,7,5,0
94427,Female,20,Surat,Student,3,0,6,3,0
94429,Female,23,Kolkata,Student,3,0,8,4,0
94435,Female,20,Chennai,Student,5,0,6,2,0
94437,Male,34,Ahmedabad,Student,2,0,10,1,0
94448,Male,24,Kanpur,Student,5,0,7,,0
94453,Female,21,Faridabad,Student,1,0,9,2,0
94459,Female,29,Ahmedabad,Student,5,0,10,2,0
94460,Male,33,Indore,Student,4,0,8,3,0
94466,Female,23,Bangalore,Student,4,0,10,4,0
94468,Female,22,Pune,Student,4,0,6,2,0
94471,Male,26,Ahmedabad,Student,3,,8,4,0
94476,Male,25,Agra,Student,3,0,9,3,0
94479,Male,29,Pune,Student,5,0,9,4,0
94486,Male,23,Indore,Student,3,0,7,2,0
94490,Male,21,Patna,Student,5,,9,1,0
94497,Male,25,Nagpur,Student,3,0,6,4,0
94499,Female,21,Chennai,Student,4,0,10,4,0
94501,Female,29,Delhi,Student,5,0,7,2,0
94502,Female,33,Patna,Student,1,0,9,3,0
94511,Male,29,Thane,Student,5,0,8,2,0
94514,Female,28,Mumbai,Student,1,0,9,4,0
94526,Female,33,Thane,Student,5,0,6,1,0
94528,Female,21,Chennai,Student,1,0,10,3,0
94534,Female,26,Agra,Student,3,0,9,5,0
94535,Male,21,Rajkot,Student,1,0,7,3,0
94540,Male,31,Meerut,Student,4,0,8,3,0
94541,Female,34,Indore,Student,2,0,5,3,0
94544,Male,22,Kalyan,Student,3,0,7,2,0
94556,Female,22,Bhopal,Student,1,0,9,3,0
94558,Female,23,Nashik,Student,2,0,9,4,0
94561,Male,26,Ahmedabad,Student,4,0,6,5,0
94568,Male,22,Nashik,Student,2,0,9,2,0
94569,Male,25,Surat,Student,2,0,10,5,0
94587,Female,31,Vasai-Virar,Student,1,0,7,4,0
94589,Female,18,Indore,Student,4,0,10,3,0
94591,Male,21,Hyderabad,Student,4,0,9,1,0
94592,Male,27,Rajkot,Student,5,0,10,1,0
94593,Female,21,Kanpur,Student,5,0,5,2,0
94594,Male,27,Jaipur,Student,2,0,9,4,0
94599,Male,27,,Student,3,0,9,3,0
94604,Male,21,Vasai-Virar,Student,1,0,8,4,0
94611,Male,29,Pune,Student,3,0,7,,0
94621,Male,21,Kolkata,Student,3,0,6,1,0
94632,Female,22,Thane,Student,4,0,7,3,0
94637,Male,21,Bhopal,Student,4,0,9,1,0
94643,Male,20,Ahmedabad,Student,3,0,6,,0
94646,Female,20,Vasai-Virar,Student,3,0,7,5,0
94647,Female,20,Surat,Student,5,0,9,1,0
94651,Female,24,Chennai,Student,3,0,6,4,0
94652,Male,18,Chennai,Student,3,0,5,5,0
94657,Female,33,Ludhiana,Student,3,0,6,1,0
94660,Male,33,Mumbai,Student,1,0,7,3,0
94662,Male,29,Kolkata,Student,2,0,7,1,0
94663,Male,22,,Student,5,0,6,2,0
94666,Male,25,Bangalore,Student,5,0,8,4,0
94670,Female,25,Pune,Student,3,0,10,1,0
94672,Male,33,Meerut,Student,3,0,10,4,0
94678,Female,27,Chennai,Student,3,,6,,0
94686,Male,31,Ghaziabad,Student,5,0,9,3,0
94688,Male,30,Lucknow,Student,3,0,7,4,0
94689,Female,31,Nashik,Student,5,0,10,2,0
94691,Female,30,Kanpur,Student,3,0,8,1,0
94692,Male,34,Vasai-Virar,Student,3,0,5,5,0
94693,Male,28,Varanasi,Student,4,0,9,3,0
94699,Male,23,Vasai-Virar,Student,1,0,8,2,0
94700,Male,31,Hyderabad,Student,5,0,10,1,0
94702,Male,34,Hyderabad,Student,5,0,9,5,0
94704,Female,29,Ludhiana,Student,4,0,8,3,0
94707,Male,33,Rajkot,Student,4,0,8,4,0
94712,Female,20,Pune,Student,3,0,6,3,0
94724,Female,25,Lucknow,Student,4,0,9,4,0
94726,Male,24,Meerut,Student,5,0,6,2,0
94734,Male,23,Kolkata,Student,2,,8,5,0
94740,Female,-15,Ahmedabad,Student,3,,8,3,0
94741,Male,27,Bhopal,Student,3,0,7,3,0
94743,Male,26,Jaipur,Student,4,0,7,3,0
94745,Male,34,Hyderabad,Student,5,0,6,5,0
94750,Male,21,Thane,Student,2,0,8,1,0
94751,Male,23,Nagpur,Student,3,0,9,3,0
94756,Female,29,Jaipur,Student,5,0,10,3,0
94758,Female,28,Jaipur,Student,4,0,8,3,0
94759,Female,20,Bhopal,Student,1,0,8,4,0
94761,Male,24,Ahmedabad,Student,1,0,9,2,0
94762,Female,32,Thane,Student,2,0,7,,0
94766,Female,31,Nashik,Student,3,0,6,2,0
94772,Female,20,Pune,Student,3,0,6,,0
94773,Female,20,Ghaziabad,Student,2,0,8,2,0
94788,Male,27,Hyderabad,Student,5,0,7,2,0
94791,Female,24,,Student,1,0,10,5,0
94794,Male,34,Delhi,Student,3,0,9,4,0
94797,Male,28,Srinagar,Student,4,0,5,5,0
94800,Female,26,Jaipur,Student,2,0,6,,0
94814,Female,28,Jaipur,Student,5,0,8,4,0
94815,Male,21,Mumbai,Student,3,,9,4,0
94819,Male,24,Kolkata,Student,2,0,8,3,0
94820,Female,24,Ahmedabad,Student,4,0,6,4,0
94821,Male,25,Thane,Student,5,0,7,1,0
94822,Male,34,Mumbai,Student,1,0,7,4,0
94825,Female,22,Ahmedabad,Student,3,0,5,,0
94826,Male,31,Visakhapatnam,Student,3,0,6,3,0
94831,Male,26,Faridabad,Student,1,0,6,4,0
94832,Male,22,Ahmedabad,Student,2,0,10,,0
94834,Female,24,Bangalore,Student,4,0,8,3,0
94839,Female,31,Ghaziabad,Student,5,0,7,3,0
94845,Male,23,Hyderabad,Student,5,0,8,4,0
94861,Male,31,Delhi,Student,3,0,6,2,0
94866,Female,20,Surat,Student,5,0,6,5,0
94879,Female,25,Kolkata,Student,3,0,7,3,0
94883,Female,31,Jaipur,Student,5,0,9,3,0
94886,Male,19,Hyderabad,Student,2,0,9,1,0
94889,Female,33,Lucknow,Student,4,0,8,2,0
94894,Female,28,Kalyan,Student,3,0,7,3,0
94895,Male,27,Jaipur,Student,2,0,7,1,0
94901,Female,34,Thane,Student,3,0,9,,0
94906,Male,30,Agra,Student,5,0,9,1,0
94911,Male,24,Faridabad,Student,4,0,6,2,0
94917,Male,24,,Student,1,0,7,3,0
94919,Female,18,Kalyan,Student,3,0,8,,0
94929,Male,30,Surat,Student,3,0,10,1,0
94931,Male,22,Thane,Student,4,,10,3,0
94936,Male,32,Nagpur,Student,3,0,9,4,0
94941,Male,19,Nagpur,Student,5,0,7,4,0
94943,Male,34,Nagpur,Student,4,0,6,4,0
94944,Male,33,Chennai,Student,3,0,6,5,0
94953,Male,24,Delhi,Student,1,0,6,3,0
94955,Female,29,Surat,Student,5,0,10,,0
94964,Male,33,Srinagar,Student,2,0,7,5,0
94973,Male,27,Ghaziabad,Student,5,0,9,2,0
94978,Female,46,Lucknow,Student,3,0,7,1,0
94980,Female,31,Srinagar,Student,3,0,10,5,0
94985,Male,33,Vadodara,Student,3,0,10,3,0
94986,Male,18,Kolkata,Student,3,0,9,1,0
94989,Female,28,Bhopal,Student,2,0,6,3,0
94997,Male,34,Visakhapatnam,Student,1,0,7,5,0
95002,Female,26,Pune,Student,4,0,9,4,0
95008,Female,25,Kalyan,Student,4,,7,1,0
95010,Female,24,Mumbai,Student,4,0,8,1,0
95017,Male,28,Kalyan,Student,5,0,10,2,0
95025,Male,29,,Student,3,0,8,3,0
95026,Male,26,Bhopal,Student,1,,7,1,0
95029,Female,29,Nagpur,Student,3,0,7,3,0
95034,Male,27,Kanpur,Student,3,0,6,2,0
95038,Female,31,Chennai,Student,4,0,6,4,0
95058,Female,24,Ahmedabad,Student,2,,6,1,0
95066,Male,31,Ludhiana,Student,4,0,6,5,0
95070,Female,31,Visakhapatnam,Student,4,,9,1,0
95072,Female,22,Vadodara,Student,3,,6,2,0
95075,Male,29,Jaipur,Student,3,0,6,4,0
95091,Female,28,,Student,2,0,9,4,0
95098,Male,31,Jaipur,Student,3,,6,1,0
95102,Male,27,Jaipur,Student,2,0,7,5,0
95107,Male,33,Nashik,Student,1,0,6,3,0
95111,Female,28,Kalyan,Student,1,0,9,4,0
95120,Male,33,Ahmedabad,Student,5,0,7,5,0
95125,Male,24,Ludhiana,Student,3,,6,3,0
95126,Female,24,Ahmedabad,Student,2,0,6,,0
95130,Male,22,Ahmedabad,Student,5,,6,1,0
95133,Male,30,Srinagar,Student,1,0,9,2,0
95145,Male,21,Bhopal,Student,4,0,7,1,0
95147,Female,28,Vadodara,Student,4,,6,3,0
95156,Female,24,Hyderabad,Student,2,0,9,,0
95157,Female,20,Mumbai,Student,1,0,6,4,0
95160,Female,28,Ahmedabad,Student,4,0,8,5,0
95165,Male,19,Kolkata,Student,2,0,5,1,0
95166,Male,34,,Student,3,,8,2,0
95167,Male,30,Kalyan,Student,1,0,10,3,0
95168,Male,21,Kalyan,Student,5,0,9,1,0
95170,Male,24,Indore,Student,5,0,10,4,0
95172,Male,24,Patna,Student,1,0,8,5,0
95173,Male,24,Hyderabad,Student,4,0,6,5,0
95177,Female,18,Nashik,Student,3,,8,2,0
95181,Male,23,Srinagar,Student,3,0,7,,0
95183,Female,25,Ghaziabad,Student,3,0,9,2,0
95185,Male,29,Ghaziabad,Student,5,0,6,1,0
95192,Male,34,Surat,Student,5,0,8,5,0
95193,Female,30,Kalyan,Student,4,0,8,1,0
95211,Female,28,Hyderabad,Student,5,0,10,1,0
95215,Female,31,Visakhapatnam,Student,2,0,6,5,0
95220,Male,34,Nagpur,Student,2,0,9,4,0
95221,Female,18,Surat,Student,3,0,7,,0
95239,Male,21,Ahmedabad,Student,3,0,8,5,0
95243,Male,33,Kolkata,Student,3,0,6,3,0
95247,Female,23,Srinagar,Student,5,0,6,4,0
95251,Female,19,Ahmedabad,Student,5,0,6,5,0
95259,Female,29,Patna,Student,3,0,5,3,0
95262,Female,22,,Student,1,0,10,2,0
95263,Female,28,Pune,Student,2,0,7,5,0
95266,Male,24,Agra,Student,4,0,9,1,0
95267,Female,20,Delhi,Student,4,0,8,4,0
95268,Male,20,,Student,3,0,6,5,0
95286,Male,34,Bangalore,Student,1,0,6,3,0
95298,Male,22,,Student,1,0,6,4,0
95300,Male,27,Delhi,Student,5,0,5,3,0
95316,Male,23,Hyderabad,Student,2,0,9,2,0
95321,Male,24,Pune,Student,2,0,6,,0
95338,Male,18,Kanpur,Student,4,,6,1,0
95344,Female,21,,Student,2,0,10,4,0
95346,Female,23,Bhopal,Student,3,0,7,1,0
95351,Male,19,Indore,Student,2,0,8,4,0
95354,Female,21,Jaipur,Student,4,,8,2,0
95355,Male,28,,Student,5,0,6,,0
95358,Female,18,,Student,3,0,9,5,0
95367,Female,28,Patna,Student,5,0,5,1,0
95369,Female,19,,Student,3,0,8,,0
95370,Female,24,Faridabad,Student,5,0,7,2,0
95377,Female,31,Jaipur,Student,1,,7,1,0
95378,Female,27,Ghaziabad,Student,5,0,7,1,0
95379,Female,34,Ahmedabad,Student,3,0,9,1,0
95386,Male,25,Chennai,Student,3,0,6,4,0
95390,Male,31,Agra,Student,4,0,9,4,0
95396,Female,20,Delhi,Student,5,0,9,2,0
95409,Female,33,Kalyan,Student,3,0,8,3,0
95412,Male,27,Varanasi,Student,4,0,5,3,0
95418,Female,21,Nagpur,Student,2,,6,4,0
95421,Female,24,Delhi,Student,1,0,9,3,0
95427,Male,28,Kalyan,Student,2,0,7,3,0
95436,Female,29,Rajkot,Student,2,0,8,2,0
95437,Female,20,Nagpur,Student,3,0,7,3,0
95439,Male,32,,Student,5,0,7,3,0
95441,Male,23,Kalyan,Student,1,0,7,5,0
95447,Male,30,Patna,Student,1,0,10,2,0
95453,Female,27,Patna,Student,5,0,9,3,0
95464,Male,22,Kolkata,Student,1,0,6,3,0
95470,Female,30,Pune,Student,3,0,9,2,0
95475,Female,27,Visakhapatnam,Student,5,0,7,5,0
95482,Male,18,,Student,3,0,6,2,0
95493,Male,25,Meerut,Student,4,,9,4,0
95507,Male,19,Ludhiana,Student,3,0,9,,0
95520,Male,34,Surat,Student,2,0,6,3,0
95521,Male,24,Rajkot,Student,3,0,6,1,0
95535,Male,22,Rajkot,Student,5,0,8,4,0
95542,Female,28,Vadodara,Student,4,,6,4,0
95545,Female,26,Jaipur,Student,3,0,5,,0
95546,Male,27,Delhi,Student,5,0,7,3,0
95548,Male,26,Lucknow,Student,5,0,7,4,0
95549,Female,24,Bangalore,Student,4,0,7,5,0
95554,Female,21,Bhopal,Student,5,0,7,5,0
95562,Male,25,Visakhapatnam,Student,4,0,9,3,0
95575,Male,21,Lucknow,Student,5,0,9,,0
95582,Female,33,Ludhiana,Student,2,0,8,3,0
95583,Male,27,Surat,Student,1,0,8,1,0
95592,Female,23,Bhopal,Student,3,0,9,4,0
95602,Female,27,Ahmedabad,Student,3,0,9,2,0
95603,Female,27,Delhi,Student,4,0,8,4,0
95604,Male,29,Ahmedabad,Student,5,0,7,1,0
95618,Female,22,Surat,Student,2,0,6,2,0
95625,Male,30,Srinagar,Student,2,0,7,5,0
95628,Female,19,Ludhiana,Student,3,0,8,4,0
95633,Female,18,Srinagar,Student,5,0,9,1,0
95636,Female,22,Faridabad,Student,1,0,9,3,0
95645,Female,75,Agra,Student,1,0,8,2,0
95654,Male,23,Visakhapatnam,Student,4,0,10,1,0
95666,Male,25,Kanpur,Student,1,0,10,4,0
95669,Male,32,Pune,Student,1,0,7,1,0
95672,Male,25,,Student,1,0,10,5,0
95676,Female,24,Nagpur,Student,3,0,9,2,0
95682,Male,29,Pune,Student,3,0,8,5,0
95687,Male,23,Thane,Student,5,0,7,2,0
95689,Male,21,Bangalore,Student,2,0,6,5,0
95698,Male,20,Nagpur,Student,3,0,8,,0
95699,Female,26,Visakhapatnam,Student,5,0,5,1,0
95700,Female,27,Pune,Student,5,0,7,5,0
95702,Female,31,Visakhapatnam,Student,2,0,6,2,0
95708,Female,21,Kalyan,Student,2,0,10,1,0
95712,Male,24,Rajkot,Student,5,0,9,3,0
95716,Male,20,Surat,Student,4,0,9,2,0
95717,Male,27,Hyderabad,Student,4,0,7,2,0
95722,Female,29,Varanasi,Student,1,0,9,5,0
95723,Male,29,Ghaziabad,Student,3,,7,5,0
95733,Male,28,Jaipur,Student,3,0,8,4,0
95743,Female,28,Hyderabad,Student,2,0,10,1,0
95745,Female,28,Chennai,Student,4,,10,1,0
95750,Male,24,Nashik,Student,1,0,9,2,0
95762,Male,31,,Student,1,0,9,4,0
95763,Female,27,Srinagar,Student,5,,10,3,0
95765,Male,31,Patna,Student,5,0,8,3,0
95777,Female,19,Pune,Student,4,0,8,,0
95778,Male,22,Kalyan,Student,5,0,8,3,0
95789,Male,34,,Student,3,0,8,5,0
95792,Female,33,Meerut,Student,5,0,5,3,0
95798,Female,25,,Student,5,0,9,4,0
95804,Male,28,Nagpur,Student,1,0,8,2,0
95809,Male,20,Srinagar,Student,3,0,9,1,0
95810,Female,27,Kolkata,Student,2,0,6,3,0
95816,Female,30,Vasai-Virar,Student,2,0,6,,0
95821,Male,20,Kolkata,Student,4,0,9,,0
95824,Male,26,Ghaziabad,Student,5,,10,1,0
95842,Male,20,Ahmedabad,Student,3,0,6,3,0
95845,Female,28,Ludhiana,Student,5,0,9,4,0
95847,Male,34,Lucknow,Student,5,0,7,3,0
95848,Female,33,Pune,Student,3,0,8,3,0
95850,Female,18,Kanpur,Student,5,0,9,5,0
95853,Male,33,Surat,Student,2,0,8,4,0
95861,Female,29,Varanasi,Student,5,,6,4,0
95862,Female,20,Agra,Student,5,0,6,4,0
95864,Male,22,Kalyan,Student,3,0,8,1,0
95865,Female,21,Kalyan,Student,3,,8,1,0
95867,Female,33,Thane,Student,1,,5,4,0
95869,Male,22,Meerut,Student,3,0,7,3,0
95870,Male,29,Visakhapatnam,Student,3,0,5,3,0
95875,Male,23,Kolkata,Student,5,0,10,,0
95878,Female,20,Bangalore,Student,4,0,9,4,0
95890,Male,29,Kolkata,Student,3,0,10,3,0
95893,Female,23,,Student,5,0,9,1,0
95898,Female,75,Ghaziabad,Student,1,,6,1,0
95905,Male,31,Patna,Student,1,0,9,1,0
95916,Female,25,Lucknow,Student,2,,9,,0
95919,Female,19,,Student,5,0,10,4,0
95922,Female,20,Ahmedabad,Student,1,0,5,2,0
95923,Female,29,Srinagar,Student,5,0,8,5,0
95924,Male,24,Jaipur,Student,5,0,7,3,0
95938,Male,28,Surat,Student,5,0,6,1,0
95942,Female,28,Jaipur,Student,1,0,6,4,0
95949,Male,26,Surat,Student,4,0,7,2,0
95953,Male,20,,Student,2,,6,1,0
95963,Female,29,,Student,3,0,6,,0
95969,Male,25,Kolkata,Student,2,0,8,2,0
95972,Male,18,Ludhiana,Student,4,,5,3,0
95974,Female,21,Pune,Student,3,0,7,3,0
95977,Male,18,Delhi,Student,3,0,6,4,0
95980,Female,23,Bhopal,Student,1,,9,1,0
95992,Male,22,Indore,Student,3,0,9,4,0
95994,Female,27,Vasai-Virar,Student,1,0,9,4,0
95995,Male,30,Kanpur,Student,4,0,9,2,0
96000,Male,19,Bhopal,Student,3,0,10,5,0
96004,Male,23,Hyderabad,Student,4,,8,5,0
96010,Female,30,Srinagar,Student,1,0,10,4,0
96011,Female,19,Vasai-Virar,Student,4,0,6,5,0
96039,Male,23,Jaipur,Student,3,0,5,1,0
96049,Male,31,Chennai,Student,1,0,9,1,0
96053,Male,34,Rajkot,Student,4,0,9,4,0
96061,Female,21,Bangalore,Student,3,,9,5,0
96072,Female,28,Chennai,Student,3,0,10,4,0
96078,Female,26,Surat,Student,4,0,9,3,0
96080,Male,19,Ghaziabad,Student,5,0,8,,0
96081,Male,29,Nagpur,Student,3,0,10,5,0
96086,Male,26,Bangalore,Student,4,0,9,3,0
96087,Male,27,Lucknow,Student,4,0,9,1,0
96098,Male,33,Kalyan,Student,2,0,6,4,0
96114,Male,28,Kolkata,Student,1,0,7,4,0
96123,Female,23,Surat,Student,5,0,8,3,0
96125,Male,20,Bhopal,Student,2,0,8,3,0
96131,Male,20,Hyderabad,Student,1,0,9,1,0
96140,Female,28,Pune,Student,4,0,7,3,0
96142,Male,34,Bangalore,Student,1,0,9,5,0
96151,Female,33,Nagpur,Student,4,,8,5,0
96153,Male,32,Nagpur,Student,1,0,9,1,0
96155,Male,29,Lucknow,Student,5,0,9,2,0
96166,Male,18,Thane,Student,3,0,7,4,0
96168,Female,20,Ahmedabad,Student,3,0,8,4,0
96171,Female,28,Lucknow,Student,1,0,7,3,0
96174,Male,26,Agra,Student,1,0,9,3,0
96178,Female,22,,Student,4,0,5,2,0
96179,Male,33,Delhi,Student,1,0,10,3,0
96186,Male,23,Kolkata,Student,2,0,8,4,0
96190,Male,22,Kalyan,Student,1,,5,4,0
96196,Male,26,Indore,Student,5,,8,1,0
96214,Male,20,Ghaziabad,Student,3,0,8,2,0
96220,Female,20,Ludhiana,Student,1,0,5,2,0
96229,Male,30,Lucknow,Student,3,0,7,1,0
96239,Female,23,Vasai-Virar,Student,5,0,9,3,0
96241,Male,24,Delhi,Student,5,,10,1,0
96242,Male,26,,Student,2,0,6,5,0
96253,Male,27,Hyderabad,Student,4,,6,2,0
96260,Male,24,Lucknow,Student,4,0,6,1,0
96266,Male,27,Ludhiana,Student,4,0,9,2,0
96269,Male,20,Chennai,Student,3,,10,5,0
96271,Male,29,Agra,Student,2,0,8,3,0
96274,Female,27,Visakhapatnam,Student,4,0,6,5,0
96277,Male,20,Ahmedabad,Student,1,0,6,3,0
96278,Male,19,Ahmedabad,Student,3,0,6,1,0
96282,Male,33,Visakhapatnam,Student,2,0,6,3,0
96295,Female,31,Indore,Student,3,0,5,2,0
96300,Male,22,Kalyan,Student,3,0,8,3,0
96301,Female,28,Srinagar,Student,3,0,9,1,0
96308,Female,25,Jaipur,Student,1,0,8,4,0
96309,Male,20,Kalyan,Student,3,0,7,2,0
96320,Male,19,Agra,Student,3,0,7,2,0
96329,Female,18,,Student,5,,7,4,0
96332,Male,19,Delhi,Student,3,0,7,5,0
96335,Male,22,Nashik,Student,3,0,7,1,0
96337,Male,29,Faridabad,Student,3,,10,2,0
96338,Female,26,Vasai-Virar,Student,4,0,6,4,0
96341,Female,25,Kanpur,Student,3,0,6,3,0
96342,Male,20,Lucknow,Student,4,0,10,3,0
96345,Male,29,Lucknow,Student,3,0,10,3,0
96348,Male,20,Ludhiana,Student,3,0,5,3,0
96349,Female,33,Jaipur,Student,5,0,6,2,0
96350,Male,32,Mumbai,Student,3,0,6,4,0
